cohort_id,module,condition,User,week,sum_val_div,sum_val_freq,sum_val_imm,mean_val_div,mean_val_freq,mean_val_imm,n_active_div,n_active_freq,n_active_imm,n_released,freq_week,imm_week,div_week,IDF_week,cum_freq,cum_imm,cum_div,cum_IDF,z_freq_week,z_imm_week,z_div_week,z_IDF_week
STAT0002_2021,STAT0002,online,710429,1,0.0862068965517242,0.1195402298850574,0.2000000000000003,0.0431034482758621,0.0597701149425287,0.10000000000000014,2,2,2,2,0.1195402298850574,0.2000000000000003,0.0862068965517242,0.4057471264367819,0.1195402298850574,0.2000000000000003,0.0862068965517242,0.4057471264367819,1.3796797234838323,0.3894093277817263,0.500803773548088,0.8667113313444551
STAT0002_2021,STAT0002,online,710429,2,0.053767560664112396,0.0728114478114478,0.222222222222222,0.0179225202213708,0.024270482603815934,0.074074074074074,2,2,2,3,0.0728114478114478,0.222222222222222,0.053767560664112396,0.3488012306977821,0.19235167769650519,0.4222222222222223,0.1399744572158366,0.754548357134564,0.3207356227156992,0.6134933314715235,-0.22402751930699724,0.3640499822007022
STAT0002_2021,STAT0002,online,710429,3,0.04016544595085967,0.0321969696969697,0.2129629629629629,0.010041361487714917,0.008049242424242426,0.05324074074074073,3,2,3,4,0.0321969696969697,0.2129629629629629,0.04016544595085967,0.28532537861079227,0.2245486473934749,0.6351851851851852,0.18013990316669626,1.0398737357453562,-0.6587279283143361,-0.06070218936554317,-0.431881936944921,-0.40900884981674834
STAT0002_2021,STAT0002,online,710429,4,0.061391225689733146,0.06385046113306986,0.2333333333333334,0.01227824513794663,0.012770092226613973,0.046666666666666676,3,3,4,5,0.06385046113306986,0.2333333333333334,0.061391225689733146,0.3585750201561364,0.28839910852654477,0.8685185185185186,0.2415311288564294,1.3984487559014926,0.8973364584179709,0.6186173687509224,0.5227804460173137,0.7668632192349767
STAT0002_2021,STAT0002,online,710429,5,0.01828490561142571,0.01658692185007976,0.29696969696969705,0.0036569811222851418,0.003317384370015952,0.059393939393939416,5,2,5,5,0.01658692185007976,0.29696969696969705,0.01828490561142571,0.3318415244312025,0.30498603037662453,1.1654882154882156,0.2598160344678551,1.7302902803326952,-0.868665559323622,1.1596434207112414,-0.8713611196491761,0.30740416783185515
STAT0002_2021,STAT0002,online,710429,6,0.05459720580509586,0.067987567987568,0.2083333333333335,0.00909953430084931,0.011331261331261333,0.03472222222222225,4,3,4,6,0.067987567987568,0.2083333333333335,0.05459720580509586,0.33091810712599734,0.3729735983641925,1.373821548821549,0.314413240272951,2.0612083874586924,2.0492347043517154,1.0743237687134302,1.195702787899404,1.4015332453747464
STAT0002_2021,STAT0002,online,710429,7,0.00476190476190476,0.0108225108225108,0.0476190476190476,6.802721088435372e-4,0.0015460729746444,0.006802721088435372,1,1,1,7,0.0108225108225108,0.0476190476190476,0.00476190476190476,0.06320346320346316,0.3837961091867033,1.4214405964405967,0.3191751450348557,2.1244118506621557,-0.6955618488922689,-1.2829898605076415,-1.0723074303698572,-1.2425424837707235
STAT0002_2021,STAT0002,online,710429,8,0.05045983476329693,0.06177248677248679,0.2314814814814817,0.006307479345412116,0.007721560846560849,0.028935185185185213,6,4,6,8,0.06177248677248679,0.2314814814814817,0.05045983476329693,0.3437138030172654,0.44556859595919013,1.6529220779220783,0.3696349797981527,2.468125653679421,1.7719979927160638,1.0509351730638858,0.8550782694783909,1.3184793125922614
STAT0002_2021,STAT0002,online,710429,9,0.02790675063791962,0.02066276803118911,0.1687242798353908,0.003100750070879958,0.002295863114576568,0.01874714220393231,4,3,5,9,0.02066276803118911,0.1687242798353908,0.02790675063791962,0.2172937985044995,0.46623136399037923,1.8216463577574693,0.39754173043607227,2.6854194521839205,-0.5183094518855315,-0.004904896118530209,-0.49877109661546465,-0.28675999713003425
STAT0002_2021,STAT0002,online,710429,10,0.02076288244766505,0.0102633779264214,0.0874999999999999,0.002076288244766505,0.00102633779264214,0.00874999999999999,3,3,3,10,0.0102633779264214,0.0874999999999999,0.02076288244766505,0.11852626037408635,0.47649474191680063,1.9091463577574692,0.4183046128837373,2.803945712558007,-0.9486811666460685,-1.348574002758194,-0.3925689458592293,-1.170703486100006
STAT0002_2021,STAT0002,online,710429,11,0.00963327859879584,0.00416666666666667,0.0666666666666666,9.633278598795839e-4,4.16666666666667e-4,0.006666666666666659,2,1,2,10,0.00416666666666667,0.0666666666666666,0.00963327859879584,0.0804666119321291,0.4806614085834673,1.9758130244241356,0.4279378914825332,2.8844123244901363,-0.7750104260722804,-0.8251431335266624,-0.5990916212128415,-0.8655566549500096
STAT0002_2021,STAT0002,online,710499,1,0.0028735632183908,0.00574712643678161,0.133333333333333,0.0014367816091954,0.002873563218390805,0.0666666666666665,1,1,1,2,0.00574712643678161,0.133333333333333,0.0028735632183908,0.1419540229885054,0.00574712643678161,0.133333333333333,0.0028735632183908,0.1419540229885054,-1.1449485031667446,-0.942370573231777,-1.2325662582264463,-1.295167657934545
STAT0002_2021,STAT0002,online,710499,2,0.02519613209268386,0.0378787878787879,0.1358024691358024,0.008398710697561287,0.012626262626262633,0.04526748971193413,2,2,2,3,0.0378787878787879,0.1358024691358024,0.02519613209268386,0.19887738910727418,0.04362591431556951,0.2691358024691354,0.02806969531107466,0.3408314120957796,-0.6778824957890565,-1.0517028539511828,-1.0894012439906549,-1.1664263104789707
STAT0002_2021,STAT0002,online,710499,3,0.004685470884629376,0,0.2129629629629629,0.001171367721157344,0,0.05324074074074073,3,0,3,4,0,0.2129629629629629,0.004685470884629376,0.21764843384759228,0.04362591431556951,0.4820987654320983,0.03275516619570404,0.5584798459433719,-1.6173593012536873,-0.06070218936554317,-1.4209487551021873,-1.0940766450231176
STAT0002_2021,STAT0002,online,710499,4,0.02923835368611487,0.056933465085638964,0.16666666666666669,0.005847670737222974,0.011386693017127792,0.03333333333333334,3,3,3,5,0.056933465085638964,0.16666666666666669,0.02923835368611487,0.2528384854384205,0.10055937940120847,0.648765432098765,0.061993519881818906,0.8113183313817924,0.6353480924651226,-0.5842835569052702,-0.5669235350560016,-0.3378230249325418
STAT0002_2021,STAT0002,online,710499,5,0.01757060849598164,0.02169059011164276,0.1575757575757576,0.0035141216991963283,0.0043381180223285515,0.03151515151515152,3,2,3,5,0.02169059011164276,0.1575757575757576,0.01757060849598164,0.19683695618338198,0.12224996951285123,0.8063411896745226,0.07956412837780055,1.0081552875651743,-0.7048921851405102,-0.5687801031759452,-0.8935832871168478,-0.7721081975574339
STAT0002_2021,STAT0002,online,710499,6,0.00405092592592592,0,0.1111111111111112,6.751543209876533e-4,0,0.018518518518518535,2,0,2,6,0,0.1111111111111112,0.00405092592592592,0.11516203703703712,0.12224996951285123,0.9174523007856338,0.08361505430372647,1.1233173246022115,-0.5684644958016053,-0.03543651130860293,-0.5900572711520495,-0.26741445553164017
STAT0002_2021,STAT0002,online,710499,7,0.00170068027210884,0.00317460317460317,0.0952380952380952,2.4295432458697715e-4,4.5351473922902426e-4,0.013605442176870744,1,1,2,7,0.00317460317460317,0.0952380952380952,0.00170068027210884,0.10011337868480721,0.1254245726874544,1.012690396023729,0.0853157345758353,1.2234307032870186,-1.006471805670477,-0.608976754065839,-1.1814224245956328,-0.9098142919593922
STAT0002_2021,STAT0002,online,710499,8,0.023401733706398597,0.00138888888888889,0.1805555555555557,0.0029252167132998246,1.7361111111111125e-4,0.02256944444444446,5,1,5,8,0.00138888888888889,0.1805555555555557,0.023401733706398597,0.20534617815084316,0.1268134615763433,1.1932459515792846,0.1087174682822339,1.4287768814378619,-1.360907381492612,0.262871825550865,-0.4485519002580353,-0.20416385609622123
STAT0002_2021,STAT0002,online,710499,9,0.029385199646637498,0.02834246109099916,0.148148148148148,0.0032650221829597223,0.003149162343444351,0.016460905349794223,5,3,4,9,0.02834246109099916,0.148148148148148,0.029385199646637498,0.20587580888578466,0.15515592266734246,1.3413940997274327,0.1381026679288714,1.6346526903236465,-0.16357511862208282,-0.44634554678622695,-0.43300541214300325,-0.4312392911312665
STAT0002_2021,STAT0002,online,710499,10,0.0099441074036625,0.00520833333333333,0.0999999999999999,9.9441074036625e-4,5.20833333333333e-4,0.00999999999999999,3,1,3,10,0.00520833333333333,0.0999999999999999,0.0099441074036625,0.11515244073699572,0.16036425600067578,1.4413940997274326,0.1480467753325339,1.7498051310606422,-1.2168288255357058,-1.0868454105812335,-0.8747706021481126,-1.214060027631721
STAT0002_2021,STAT0002,online,710499,11,0.0103448275862069,0.00416666666666667,0.0333333333333333,0.00103448275862069,4.16666666666667e-4,0.0033333333333333296,1,1,1,10,0.00416666666666667,0.0333333333333333,0.0103448275862069,0.04784482758620687,0.16453092266734246,1.4747274330607658,0.1583916029187408,1.797649958646849,-0.7750104260722804,-1.397932399606976,-0.5656477951940039,-1.2447007537110149
STAT0002_2021,STAT0002,online,718925,1,0.0488505747126437,0.028735632183908,0.133333333333333,0.02442528735632185,0.014367816091954,0.0666666666666665,1,1,1,2,0.028735632183908,0.133333333333333,0.0488505747126437,0.2109195402298847,0.028735632183908,0.133333333333333,0.0488505747126437,0.2109195402298847,-0.6349225987928914,-0.942370573231777,-0.2762241717301517,-0.7299705365544156
STAT0002_2021,STAT0002,online,718925,2,0.047144681627440205,0.0336700336700337,0.1358024691358024,0.0157148938758134,0.0112233445566779,0.04526748971193413,2,2,2,3,0.0336700336700337,0.1358024691358024,0.047144681627440205,0.2166171844332763,0.062405665853941694,0.2691358024691354,0.0959952563400839,0.427536724663161,-0.7981979317534849,-1.0517028539511828,-0.424621811810299,-0.9853321236211355
STAT0002_2021,STAT0002,online,718925,3,0.02995818399044203,0.01941287878787879,0.1296296296296296,0.0074895459976105075,0.004853219696969698,0.0324074074074074,2,2,2,4,0.01941287878787879,0.1296296296296296,0.02995818399044203,0.1790006924079504,0.08181854464182049,0.398765432098765,0.12595344033052594,0.6065374170711114,-1.0393609734520197,-1.8746957705999225,-0.7164273485592879,-1.485292931609359
STAT0002_2021,STAT0002,online,718925,4,0.01198552691090005,0.00833333333333333,0.16666666666666669,0.00239710538218001,0.001666666666666666,0.03333333333333334,2,1,3,5,0.00833333333333333,0.16666666666666669,0.01198552691090005,0.18698552691090006,0.09015187797515382,0.5654320987654317,0.13793896724142599,0.7935229439820115,-1.2054320692654668,-0.5842835569052702,-1.151644987609422,-1.0258241743677652
